h_comment,h_date,h_name,h_rating,h_reviewer_name,h_title_comment
"Mình có đặc 2 phòng hai đêm ba ngày cho gd mình ở Hon tam có bao gồm ăn sáng….Vì nơi đây là đảo gd tôi đặc luôn cả phần ăn cho 3 người ăn trưa và tối không dưới 2 triệu một ngày Tôi tới nơi vừa đúng vào giờ cơm trưa nhân viên báo hôm nay mình ăn buffets…tôi hỏi em lễ Tân đường nào xuống nhà hàng em ấy không trả lời và bơ đi không hề hương dan…tôi ra ngoài và một em tạp vụ nhiệt tình hướng dẫn tôi tới nhà hàng… tôi bước vào bên trong có nhân viên hỏi số phòng sau đó toi tự đi kiếm bàn ngồi không một người hướng dẫn…đồ ăn chiia có sườn kho, gà kho, râu xao, nghêu hấp,cháo, canh, và dưa hấu, ổi, thành Long,và râu câu và trà đá còn thua gia đình tôi đặc cơm cho công nhân ăn hay đó là đồ ăn 5 sao của hòn tằm ??? Tôi trở lại lễ Tân hỏi thì họ nói hôm nay đông chỉ có vậy ngày mai vắng",  thg 8 2022,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_10,Hoang V,Không tin vào mắt mình đây là khách sạn năm sao😡😡😡😡😡😡
"Phòng sạch sẽ, thoáng, vị trí ngay trung tâm tp và gần biển, Phòng hướng biển nhưng phải ở trên tầng 28 trể lên mới thấy biển vì tầng dưới bị mấy khách sạn phía trước che lấp rồi và phòng hướng phố chỉ nhìn ra phố không thấy biển. Nhân viên nhiệt tình. Được ăn buffet sáng giá tính trong tiền phòng, đồ ăn không ngon, nhưng không có hải sản. Mặt tiền khách sạn lúc nào cũng kẹt xe vào giờ cao điểm nên lưu ý điều này khi bạn có kế hoạch du lịch bằng xe ô tô.",  thg 1 2020,Virgo Hotel Nha Trang,ui_bubble_rating bubble_40,Kevin,Khách sạn mới tại tp Nha Trang
"Phòng tolet và tắm nhỏ xíu, không có vòi xịt rất khó chịu.mình đi 3 resort trong chuyến vừa rồi thì cảnh quan ở đây đẹp, bải biển lài đẹp, tắm rất đã, đây là một trong nhưng bải tắm tốt trong chuyến đi vừa rồi của mình.",  thg 5 2021,Mia Resort Nha Trang,ui_bubble_rating bubble_30,Vo T,không thoải mái
Phòng và nhân viên ok! Điểm trừ và thất vọng nhất là hấp 4 con ghẹ nhỏ tính phí 50k/con… trong khi khách vẫn ăn uống tại nhà hàng!!! Còn lại đều ok. Nhưng sẽ ko qay lại vì nhà hàng qá là ko hợp lí……..,  thg 5 2021,Mia Resort Nha Trang,ui_bubble_rating bubble_30,thuyanhtran1208,Phản ánh
Địa điểm là tuyệt vời. Biển cách đó chưa đầy ba phút và bạn được bao quanh bởi thực phẩm n mua sắm n mát xa n nghệ thuật n cửa hàng thủ công. Các phòng rất lớn n hoàn thành. Tình yêu gối n gối. Chỉ cần cải thiện là bữa sáng từ trung bình đến nghèo,  thg 2 2019,LegendSea Hotel,ui_bubble_rating bubble_40,elfin27,Khách sạn tốt
"Một số bạn bè và tôi ở lại LegendSea Hotel trong hơn hai tuần và chúng tôi cảm thấy như ở nhà với đội ngũ nhân viên rất thân thiện, giường thoải mái và phòng tắm rất tốt. Ăn sáng với một loạt các lựa chọn và thiết lập đáng yêu. Mocktail và cocktail tuyệt vời tại hồ bơi! Rat khuyen khich! !",  thg 7 2018,LegendSea Hotel,ui_bubble_rating bubble_40,dolphinsights,LegendSea đã về nhà trong hơn hai tuần
"Quá tệ. 1. Phòng 3 người 2 thẻ, không đủ 2 thẻ trong phòng thì phòng mở đèn và tivi ko được. 2. Nhân viên giữ xe quá tệ, khách thuê phòng vào ở thì xuất thẻ tính phí 30 nghìn 1 lượt và qua đêm 100k 1 đêm, trong khi quy định là ko thu... tuy nhiên giữ xe vẫn thu. 3. Giường quá nhỏ, phòng 3 người thì 3 giường đơn và 1 ghế sofa nằm...  4. Yêu cầu và làm phiên quá nhiều thông tin cá nhân của khách...dẫn con theo phải đămg ký, không đăng ký là ko cho vào => chất lượng quá tệ, không bao giờ quay lại",  thg 7 2019,Ariyana SmartCondotel Nha Trang,ui_bubble_rating bubble_10,Mia,Chất lượng dịch vụ quá tệ
"*Ưu điểm: 1/ Đội ngũ nhân viên nhiệt tình niềm nở 2/ Cách bố trí phòng hợp lý, các tiện ích trong phòng rất có chiều sâu 3/ Thông thoáng, tiện ích chung của ks khá đầy đủ * khuyết: 1. Bàn ghế ko đảm bảo an toàn thăng bằng, dễ đổ ngã 2. Thiết kế các góc cạnh nhọn ko chỉ an toàn cho trẻ nhỏ mà kể cả người lớn 3. Thiết kế ổ điện và công tắc điện quá thấp, trong tầm với của trẻ dưới 5 tuổi là ko an toàn. Chưa kể công tắc điện tổng lại chỉ có 1 cái ngay đầu giường. Nên bố trí thêm 1 cái tổng ngay vị trí vừa vào cửa 2. Quy trình lau sàn nhà 1 lần chưa đảm bảo sạch, đôi khi lau lại lần 2 vẫn chưa ok. 3. Chân bộ sofa khá nhẹ và dễ dịch chuyển, nên sau khi bị dịch chuyển sẽ để lại vết dơ và cát bẩn. Quy trình vệ sinh phòng chưa xử lý triệt để vđ này 4. Nên bố trí thêm tối thiểu 2 móc",  thg 2 2019,Ariyana SmartCondotel Nha Trang,ui_bubble_rating bubble_40,Ngan Nguyen,Lunar New Year 2019
"Chúng tôi đi cùng một nhóm người, và lễ tân khách sạn không hề hỗ trợ đổi phòng vì họ quản lý kém. Khách sạn tự nhận mình là ""Smartcondotel"", nên đổi thành ""Stupidcondotel"" thì đúng hơn. Chưa kể lễ tân còn nói dối với khách là đã có người check-in phòng đó mặc dù người đó chưa tới và quấy rầy khách với thái độ khó chịu. Wifi khách sạn rất rất tệ, tôi chưa từng thấy khách sạn nào wifi chậm như thế (5mpbs), không đủ để coi youtube, bạn sẽ phát điên vì internet ở khách sạn này. Tôi thấy nhiều khách họ dùng cục phát wifi với sim 3G để sử dụng, bạn có tin nổi là ở trong một khách sạn hiện đại mà phải khốn khổ về wifi như vậy không? Chưa bao giờ ở tại một khách sạn tồi tệ hơn khách sạn này :)",  thg 11 2018,Ariyana SmartCondotel Nha Trang,ui_bubble_rating bubble_20,Roving20275249962,"Nhân viên thiếu chuyên nghiệp, internet chậm"
"Tôi đã có cơ hội lưu trú tại khách sạn  và đó là một trải nghiệm tốt đẹp trong dịp cuối năm. Phòng thiết kế hướng một phần biển với tone màu trầm tạo cảm giác ấm áp, đây là điều tôi khá thích. Buffet sáng đơn giản, không nhiều sự lựa chọn. Nhân viên nhiệt tình vui vẻ. ",  thg 1 2022,Boton Blue Hotel & Spa,ui_bubble_rating bubble_40,Tuan Dang,"Vi vu cuối năm, trải nghiệm thú vị"
"Khách sạn mới, phòng rộng tiện nghi. Nhân viên khách sạn nhiệt tình, chu đáo với khách Ăn sáng buffet nhiều lựa chọn.  Vị trí khách sạn không xa đường Trần Phú, đi bộ ra biển được và gần các khu shopping, ẩm thực. ",  thg 11 2022,Potique Hotel,ui_bubble_rating bubble_40,tinhcao,Potique Hotel in Nha Trang
"Tôi đặt phòng cho gia đình, nhân viên lễ tân rất thân thiện. Giờ nhận phòng là 2 giờ nhưng đến 4 giờ chiều gia đình tôi mới nhận được phòng. Khi nhận được lí do thì buồng phòng không làm kịp? Khách sạn 5 sao nhưng phục vụ giống 3 sao?",  thg 1 2020,Virgo Hotel Nha Trang,ui_bubble_rating bubble_20,Jodanel,Sẽ không quay lại lần sau
"Khách sạn đẹp, gần biển, nhân viên rất thân thiện, luôn ân cần hỏi thăm khách, buổi sáng buffet rất đa dạng và ngon miệng, view hồ bơi vô cực tuyệt vời, sẽ giới thiệu bạn bè và gia đình quay lại trong thời gian đến.",  thg 12 2019,Virgo Hotel Nha Trang,ui_bubble_rating bubble_40,Tuan P,Vượt ngoài sức tưởng tượng khách sạn Vỉgo 5 sao
"Khách sạn nằm ở vị trí  trung tâm, sát biển và gần các khu vui chơi giải trí rất thuận tiện. Nhân viên nhiệt tình thân thiện, hiểu và đáp ứng yêu cầu của khách nhanh. Phòng khách sạch sẽ với bếp và đồ dùng bếp tiện nghi.  Sảnh lễ tân và 1 số hạn mục cần đầu tư năng cấp thêm.  Giá cả phù hợp và cạnh tranh.  Tôi và gia đình sẽ quay trở lại khách sạn cho kỳ nghĩ sắp tới.",  thg 12 2018,Khách Sạn Star City Nha Trang,ui_bubble_rating bubble_40,Kathy,Khách sạn tốt
"Vợ tôi đã đặt tất cả các kỳ nghỉ tuần trăng mật của chúng tôi ở Việt Nam, và đây là một phần của cuộc phiêu lưu tuần trăng mật của chúng tôi ở Nah Trang. Khách sạn rất đẹp và cũng ở một vị trí rất đẹp. Rất nhiều nhà hàng và spa tuyệt vời xung quanh, spa thực sự tốt cho massage chân.  Các phòng chúng tôi ở lại được đặt ở tầng 7, và tầm nhìn và vị trí của căn phòng thật tuyệt vời.  Tất cả các nhân viên là rất tốt đẹp đặc biệt là các nhân viên từ tiếp nhận và dịch vụ Bell.  Vì chúng tôi đã đi du lịch đôi khi ở Việt Nam và tôi đã cần dịch vụ giặt ủi cho chính tôi. Vì vậy, tôi rất muốn sử dụng dịch vụ giặt là của khách sạn vì dịch vụ từ khách sạn rất hấp dẫn. Tôi đã điền vào biểu mẫu chi tiết theo hướng dẫn trên biểu mẫu. Tôi đã đánh dấu để giữ tất cả quần áo của tôi trên móc và",  thg 7 2018,LegendSea Hotel,ui_bubble_rating bubble_30,Javiz A,Cuộc phiêu lưu tuần trăng mật
"Khách sạn chỉ cách bãi biển một quãng đi bộ ngắn, không quá 5 phút. Khách sạn nằm trên một góc và có một triển vọng rất dễ chịu với khu vực lễ tân hiện đại và đầy đủ tiện nghi. Nhân viên là hữu ích nhất đặc biệt là một cô hầu bàn trẻ Terexa người đã rất chú ý đến vợ tôi, những người không cảm thấy 100% trong suốt thời gian của chúng tôi. Ăn sáng là quá đủ với một cái nhìn đường phố tuyệt vời từ tầng hai. Phòng đã rất rộng rãi, xuất sắc phòng tắm và khu vực nhà vệ sinh. Hồ bơi nằm trên tầng 19 với tầm nhìn ra biển, không đông đúc và rất sạch sẽ và được bổ nhiệm tốt. Muốn giới thiệu. .",  thg 7 2018,LegendSea Hotel,ui_bubble_rating bubble_40,billyxb,vị trí tốt cho giá
"Dự trữ của tôi đã được nâng cấp, một phòng lớn và thoải mái với tầm nhìn rộng ra bãi biển, thật bất ngờ, đó là giá trị tốt nhất ngay cả khi bạn cần phải trả thêm tiền cho phòng, vị trí tuyệt vời chỉ nằm ở trung tâm khu vực du lịch và 5 phút đi bộ đến bãi biển đẹp.",  thg 7 2018,LegendSea Hotel,ui_bubble_rating bubble_40,Marco Ho,Tuyệt vời
"Đây là lựa chọn tốt khi đến Nha trang. Giá ko quá cao, khách sạn sạch sẽ, tiêu chuẩn, nằm ở trung tâm, tiện đi lại. Dịch vụ tốt, tuy nhiên đồ ăn trung bình, ko phong phú. Thiết bị, nội thất đẹp, view biển, phòng rộng rãi. Sẽ quay lại đây khi đến Nha trang",  thg 6 2016,InterContinental Nha Trang,ui_bubble_rating bubble_40,Arosamai,Lựa chọn tốt
"Nhân viên lễ tân thái độ kém, không tôn trọng khách hàng. Mặc dù phòng đã sạch nhưng không cho nhận phòng, trong khi toii đã năn nỉ cho nhận sớm vì có con nhỏ, nhưng trả lời rất khó chịu, cảm giác rất thô lỗ. Tôi sẽ không bao giờ quay lại khách sạn này nữa. Tôi nghĩ khách sạn cần thay đổi cách phục vụ.",  thg 6 2019,Comodo Nha Trang Hotel,ui_bubble_rating bubble_10,lyly b,Nhân viên thiếu chuyên nghiệp và thô lỗ
"Khách sạn Xala được mình chọn 1 cách nhanh chóng nhưng không làm mình bị thất vọng. Khách sạn mới, sạch sẽ, nhân viên thân thiện. Giá cả phù hợp cho cho chuyến đi gia đình. Vị trí khách sạn thuận tiện khi ra biển, và có điểm đón bus ra sân bay ở đầu đường Tuệ tĩnh & trần phú. Bạn có thể đi ăn & cà phê ở vincom & trên đường trần phú. Khách sạn tốt nên thử.",  thg 2 2019,Xala Boutique Hotel,ui_bubble_rating bubble_40,Ngân Diệp,"Khách sạn mới, thân thiện, sạch sẽ"
"Khách sạn không tệ, nhưng cũng không tốt chút nào. Nó trông đẹp ngay từ cái nhìn đầu tiên, nhưng được làm cực kỳ rẻ. Toilette được gắn trực tiếp ở bên cạnh vòi hoa sen - glas, điều này khiến cho thực tế không thể ngồi trên toilette. Chiếc giường cũng rất tệ. Vâng, chúng tôi đã nhận được những gì chúng tôi phải trả cho. Giá rẻ chất lượng rẻ, lỗi của chúng tôi.",  thg 11 2019,Xala Boutique Hotel,ui_bubble_rating bubble_20,Swisscosmopolit,Bạn nhận được những gì bạn phải trả
"Đến muộn vào ban đêm sau một chuyến đi tàu 9 giờ để được thông báo rằng họ không có hồ sơ về đặt phòng của chúng tôi. Sau khi đợi xe buýt chở người đến, chúng tôi phải đợi lâu hơn trước khi họ xác nhận họ không có phòng trống trong 3 ngày tới. Cũng được cảnh báo, rằng khách sạn nằm ở cuối đường phố sầm uất, sầm uất với công trình ồn ào đang diễn ra gần đó.",  thg 11 2017,Rigel Hotel,ui_bubble_rating bubble_10,Shyharley89,Không có hồ sơ về đặt phòng của chúng tôi
"Lần thứ 2 trở lại ks này sau 1 năm. Khách sạn vẫn mới, phòng sạch sẽ đầy đủ tiện nghi. Nhân viên khách sạn rất nhiệt tình vui vẻ.  Lần nào đặt phòng cũng được up lên phòng cao cấp hơn miễn phí. Rất hài lòng về ks này",  thg 12 2017,Khách sạn Venue Nha Trang,ui_bubble_rating bubble_40,Loc P,Đánh giá hotel
"Tôi ấn tượng với kiến trúc bên ngoài của Venue Hotel, khách sạn tuy nhỏ nhưng thiết kế đẹp, trang thiết bị tốt. Khu vực trung tâm, đằng sau khách sạn Novotel. Rất yên tỉnh, tầng thượng view nhìn ra biển và đường Trần Phú rất đẹp, có 1 hồ bơi nhỏ tại đây",  thg 3 2017,Khách sạn Venue Nha Trang,ui_bubble_rating bubble_40,Tong Ta,Tôi đã từng ở tại đây
